feature,importance
fp_166,0.0
fp_743,0.0
fp_171,0.0
fp_169,0.0
fp_66,0.0
fp_876,0.0
fp_571,0.0
fp_278,0.0
fp_750,0.0
fp_562,0.0
fp_752,0.0
fp_559,0.0
fp_281,0.0
fp_38,0.0
fp_40,0.0
fp_959,0.0
fp_754,0.0
fp_741,0.0
fp_65,0.0
fp_577,0.0
fp_174,0.0
fp_579,0.0
fp_738,0.0
fp_581,0.0
fp_263,0.0
fp_737,0.0
fp_177,0.0
fp_733,0.0
fp_257,0.0
fp_962,0.0
fp_554,0.0
fp_732,0.0
fp_553,0.0
fp_779,0.0
fp_903,0.0
fp_517,0.0
fp_906,0.0
fp_773,0.0
fp_34,0.0
fp_665,0.0
fp_772,0.0
fp_309,0.0
fp_907,0.0
fp_528,0.0
fp_308,0.0
fp_530,0.0
fp_764,0.0
fp_305,0.0
fp_536,0.0
fp_909,0.0
fp_966,0.0
fp_164,0.0
fp_759,0.0
fp_542,0.0
fp_758,0.0
fp_544,0.0
fp_546,0.0
fp_291,0.0
fp_756,0.0
fp_287,0.0
fp_286,0.0
fp_284,0.0
fp_589,0.0
fp_728,0.0
fp_179,0.0
fp_916,0.0
fp_201,0.0
fp_945,0.0
fp_229,0.0
fp_921,0.0
fp_692,0.0
fp_944,0.0
fp_688,0.0
fp_204,0.0
fp_640,0.0
fp_224,0.0
fp_642,0.0
fp_223,0.0
fp_644,0.0
fp_943,0.0
fp_683,0.0
fp_206,0.0
fp_930,0.0
fp_676,0.0
fp_672,0.0
fp_653,0.0
fp_654,0.0
fp_49,0.0
fp_657,0.0
fp_218,0.0
fp_44,0.0
fp_660,0.0
fp_215,0.0
fp_45,0.0
fp_663,0.0
fp_629,0.0
fp_86,0.0
fp_627,0.0
fp_250,0.0
fp_513,0.0
fp_594,0.0
fp_182,0.0
fp_61,0.0
fp_254,0.0
fp_918,0.0
fp_184,0.0
fp_717,0.0
fp_604,0.0
fp_605,0.0
fp_949,0.0
fp_919,0.0
fp_190,0.0
fp_611,0.0
fp_199,0.0
fp_192,0.0
fp_709,0.0
fp_249,0.0
fp_708,0.0
fp_706,0.0
fp_244,0.0
fp_619,0.0
fp_195,0.0
fp_703,0.0
fp_622,0.0
fp_920,0.0
fp_946,0.0
fp_699,0.0
fp_780,0.0
fp_311,0.0
fp_126,0.0
fp_437,0.0
fp_850,0.0
fp_1003,0.0
fp_424,0.0
fp_1001,0.0
fp_847,0.0
fp_427,0.0
fp_109,0.0
fp_347,0.0
fp_346,0.0
fp_845,0.0
fp_885,0.0
fp_433,0.0
fp_842,0.0
fp_83,0.0
fp_839,0.0
fp_129,0.0
fp_442,0.0
fp_121,0.0
fp_826,0.0
fp_445,0.0
fp_123,0.0
fp_447,0.0
fp_448,0.0
fp_31,0.0
fp_127,0.0
fp_995,0.0
fp_821,0.0
fp_340,0.0
fp_16,0.0
fp_889,0.0
fp_1006,0.0
fp_419,0.0
fp_882,0.0
fp_415,0.0
fp_878,0.0
fp_873,0.0
fp_383,0.0
fp_384,0.0
fp_385,0.0
fp_386,0.0
fp_88,0.0
fp_1021,0.0
fp_1018,0.0
fp_871,0.0
fp_92,0.0
fp_85,0.0
fp_1016,0.0
fp_868,0.0
fp_867,0.0
fp_397,0.0
fp_398,0.0
fp_365,0.0
fp_95,0.0
fp_5,0.0
fp_363,0.0
fp_405,0.0
fp_864,0.0
fp_97,0.0
fp_410,0.0
fp_861,0.0
fp_860,0.0
fp_413,0.0
fp_98,0.0
fp_993,0.0
fp_666,0.0
fp_992,0.0
